CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_ADDRESS1,CUSTOMER_ADDRESS2,CUSTOMER_CITY,CUSTOMER_STATE,CUSTOMER_COUNTRY,CUSTOMER_ZIPCODE,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE
112,DUKE ENERGY NORTH AMERICA,100 ENERGY DRIVE,,MASONTOWN,PA,UNITED STATES,15461,TALEND_2015_02_03_02_37_44,4/16/2012,ADMIN,4/16/2012
113,DYNEGY INC,76 INDEPENDENCE WAY,,OSWEGO,NY,UNITED STATES,131265919,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
114,DYNEGY KENDALL ENERGY, LLC,1401 COUNTY LINE RD,,MINOOKA,IL,UNITED STATES,60447,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
115,DYNEGY MOSS LANDING, LLC,HIGHWAY 1 AND DOLAN ROAD,MOSS LANDING POWER PLANT,MOSS LANDING,CA,UNITED STATES,95039,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
117,EAST KENTUCKY POWER COOPERATIVE, INC,SPURLOCK POWER STA,,MAYSVILLE,KY,UNITED STATES,41056,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
118,EAST TEXAS ELECTRIC COOPERATIVE,LATER NEW UNIT - HARDIN PEAKING FACILITY,,KOUNTZE,TX,UNITED STATES,77625,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
119,EAST TEXAS ELECTRIC COOPERATIVE, INC,2905 WESTWARD DR,,NACOGDOCHES,TX,UNITED STATES,75964-1231,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
120,EASTMAN COGENERATION LP,CALLAHAN RD 13TH AVE GATE,,LONGVIEW,TX,UNITED STATES,75607,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
121,EDF ENERGY (SUTTON BRIDGE POWER),CENTENARY WAY SUTTON BRIDGE,,SPALDING,LINCOLNSHIRE,UNITED KINGDOM,PE12 9TF,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
122,EDIPOWER SPA,VIA CRISTOFORO COLOMBO 2,,MOGLIA DI SERMIDE,MN,ITALY,46028,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
123,EDISON SPA,STRADA PROVINCIALE 225,,BOFFALORA SOPRA TICINO,MILANO,ITALY,20010,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
124,EDP - ENERGIAS DE PORTUGAL, SA,LARES FREGUESIA DE VILA VERDE,,FIGUEIRA DE FOZ,COIMBRA,PORTUGAL,1070,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
125,EFFINGHAM COUNTY POWER, LLC,3440 MCCALL RD,,RINCON,GA,UNITED STATES,313263815,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
126,ELECTRABEL CENTRALE DAMERCOEUR,RUE CHAUW A ROC 6,,ROUX,,BELGIUM,6044,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
127,ELECTRABEL NEDERLAND NV,ROBBENPLAATWEG 17,,EEMSHAVEN,GRONINGEN,NETHERLANDS,9979 XL,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
128,ELECTRABEL SA,RUE DE HAUTRAGE 87,TGV SAINT-GHISLAIN,SAINT-GHISLAIN,,BELGIUM,7331,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
129,ELECTRICITE DE FRANCE,CHEMIN DE MONTRICHARD,,PONT A MOUSSON,MEURTHE ET MOSELLE,FRANCE,54700,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
130,ELECTRICITY AUTHORITY OF CYPRUS,VASILIKOS POWER STATION,,VASILIKOS,LIMASSOL,CYPRUS,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
131,ELECTRICITY GENERATING AUTHORITY OF THAILAND,,,,,,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
132,ELK HILLS POWER, LLC,4026 SKYLINE RD,,TUPMAN,CA,UNITED STATES,93276,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
133,ELWOOD ENERGY LLC,24391 S PATTERSON RD,,ELWOOD,IL,UNITED STATES,604219603,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
134,EMIRATES ALUMINUM COMPANY LIMITED - P J S,EMAL COMPLEX AL TAWEELAH AREA,KHALIFA INDUSTRIAL PORT ZONE,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
135,EMPIRE GENERATING CO, LLC,75 RIVERSIDE AVE,,RENSSELAER,NY,UNITED STATES,12144,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
136,EMPRESA ELECTRICA GUARACACHI SA,AVE BRASIL Y TERCER ANILLO,INTERNO S/N,SANTA CRUZ,SANTA CRUZ,BOLIVIA,,TALEND_2016_04_28_05_12_00,4/16/2012,ADMIN,4/16/2012
137,EMPRESAS PUBLICAS DE MEDELIN,CARRERA 64A NO. 48-20,,MEDELLIN,,COLOMBIA,,TALEND_2015_08_27_11_53_39,4/16/2012,ADMIN,4/16/2012
138,ENDESA,COMUNA PAPOSO,,TALTAL - ANTOFAGASTA,II REGION,CHILE,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
139,ENDESA GENERACION, SA,AEROSA S/N,,AS PONTES DE GARCIA RODRIGUEZ,LA CORUNA,SPAIN,15320,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
140,ENDESA HELLAS,AGIOS NIKOLAOS POWER PLANT,PARALIA DISTOMOU,VIOTIA,,GREECE,32002,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
141,ENEL VIESGO GENERACION SL,CT CICLO COMBINADO TARRAGONA 1,IQA CTRA NATIONAL 340 KM1157,TARRAGONA,TARRAGONA,SPAIN,43006,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
142,ENELVEN,LATER NEW UNIT SN298217,ENELVEN MARACAIBO,MARACAIBO,,VENEZUELA,,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
143,ENERGI VIBORG KRAFTVARME A/S,INDUSTRIVEJ 40,,VIBORG,VIBORG,DENMARK,8800,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
144,ENERGIA AZTECA VIII S DE RL DE CV,C.T.C.C. BAJIO,CARRETERA 57 KM. 82.7 TRAMO,SAN LUIS DE LA PAZ,GUANAJUATO,MEXICO,37900,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
145,ENERGIA MOLISE SPA,ZONA INDUSTRIALE A C,DA RIVOLTA DEL RE STRADA NO 6,TERMOLI,CAMPOBASSO,ITALY,86039,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
146,ENERGIAKI THESSALONIKIS SA,7TH KM OLD NATIONAL ROAD THESSALONIKI - VERIA,,ECHEDOROS,THESSALONIKI,GREECE,57008,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
147,ENERJISA ENERJI URETIM A S,MAHMUDIYE BELDESI, EZINE,,CANAKKALE,,TURKEY,17600,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
148,ENTERGY ARKANSAS, INC,350 HARVEY GREGG RD,,STERLINGTON,LA,UNITED STATES,71280-3640,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
149,ENTERGY ATTALA PLANT,2261 ATTALA ROAD 4969,,SALLIS,MS,UNITED STATES,391605352,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
150,ENTERGY LOUISIANA, INC,11140 HIGHWAY 165 N PR2,,STERLINGTON,LA,UNITED STATES,712803183,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
151,ENTERGY POWER OPERATIONS US,  INC,25400 HARTMANN DRIVE,,CRETE,IL,UNITED STATES,60417,TALEND_2015_06_17_02_16_19,4/16/2012,ADMIN,4/16/2012
152,EON BENELUX GENERATION NV,COLORADOWEG 10,,MAASVLAKTE,,NETHERLANDS,3199 LA,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
154,EON PRODUZIONE SPA,VIA BRENNERO KM 239,,OSTIGLIA,MANTOVA,ITALY,46035,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
156,ERG NUOVE CENTRALI SPA,STRADA PROVINCIALE EX SS 114 KM. 144,,PRIOLO GARGALLO,SIRACUSA,ITALY,96010,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
157,ESKISEHIR ENDUSTRIYEL ENERJI URETIM OTOPRODUKTOR G,ORGANIZE SANAYI BOLGESI, 15. CADDE,,ESKISEHIR,,TURKEY,26110,ADMIN,4/16/2012,ADMIN,4/16/2012
158,ESSENT PROJECTS BV,MIDDENWEG 36,MOERDIJK POWER STATION,MOERDIJK,NOORD-BRABANT,NETHERLANDS,4930,TALEND_2016_08_09_07_06_36,4/16/2012,ADMIN,4/16/2012
159,ESSO PETROLEUM COMPANY,LTD,FAWLEY REFINERY,,SOUTHAMPTON,HAMPSHIRE,UNITED KINGDOM,SO45 1TX,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
160,EXXON MOBIL CORPORATION,12000 CALLE REAL,,GOLETA,CA,UNITED STATES,93117-8704,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
161,EXXONMOBIL CHEMICAL SINGAPORE PTE LTD,100 JURONG ISLAND HIGHWAY,,SINGAPORE,,SINGAPORE,627867,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
162,EXXONMOBIL PETROLEUM  CHEMICAL BVBA,POLDERDIJKWEG 3,,ANTWERPEN,ANTWERPEN,BELGIUM,2030,ADMIN,4/16/2012,ADMIN,4/16/2012
163,FLORIDA MUNICIPAL POWER AGENCY,4545 ENERGY LANE,TREASURE COAST ENERGY CENTER,FORT PIERCE,FL,UNITED STATES,34981,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
164,FLORIDA POWER & LIGHT COMPANY,,,,,,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
165,FOUNDATION POWER COMPANY (DAHARKI) LIMITED,8 KM, DAN LEGHARI ROAD,,DAHARKI,SINDH,PAKISTAN,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
166,FOX ENERGY COMPANY LLC,N2310 E FRONTAGE RD,,KAUKAUNA,WI,UNITED STATES,541309674,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
167,FPL ENERGY MH50, LP,4 GREEN ST,,MARCUS HOOK,PA,UNITED STATES,19061,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
168,FPL ENERGY SERVICES, INC,10098 OLD RIDGE RD,,ASHLAND,VA,UNITED STATES,230057312,TALEND_2015_06_17_02_16_19,4/16/2012,ADMIN,4/16/2012
169,FPLE FORNEY, LP,13770 W US HIGHWAY 80,,FORNEY,TX,UNITED STATES,751269143,TALEND_2016_08_16_10_05_50,4/16/2012,ADMIN,4/16/2012
170,FREDERICKSON POWER LP,18610 50TH AVE E,,TACOMA,WA,UNITED STATES,984463755,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
171,FRONT RANGE POWER COMPANY, LLC,6615 GENERATION DR,,FOUNTAIN,CO,UNITED STATES,80817,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
172,FUERZAS ELECTRICAS DE NAVARRA SA,POLIGONO INDUSTRIAL CASTEJON, PAR 235,,CASTEJON,NAVARRA,SPAIN,31590,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
173,FUJIAN REFINING & PETROCHEMICAL COMPANY LIMITED,QUANGANG,,QUANZHOU,FUJIAN,CHINA,362800,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
174,GALP ENERGIA, SGPS, SA,ESTALEIRO DA OBRA DE COGERACAO,REFINARIA DE SINES,SINES,,PORTUGAL,7520-952,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
175,GAS ATACAMA,COSTANERA ORIENTE S/N,CENTRAL ATACAMA,MEJILONES II REGION,,CHILE,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
176,GAS NATURAL SDG SA,CTCC PUERTO DE BARCELONA,,BARCELONA,,SPAIN,43891,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
177,GAS NATURAL SDG, SA,PLANA DEL VENT PROJECT,CTRA N-340, KM 1124,PLANA DEL VENT,TARRAGONA,SPAIN,43891,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
178,GAS Y ELECTRICIDAD GENERACION, SA,CAMINO SON REUS, S/N,JUSTO DELANTE DEL VERTEDERO,PALMA DE MALLORCA,BALEARIC ISLANDS,SPAIN,7120,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
179,GDF SUEZ,ZONE PORTUAIRE,,MONTOIR DE BRETAGNE,LOIRE ATLANTIQUE,FRANCE,44550,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
180,GDF SUEZ SHOTTON LTD,WEIGHBRIDGE ROAD,ZONE 4 DEESIDE INDUSTRIAL PARK,SHOTTON,FLINTSHIRE WALES,UNITED KINGDOM,CH5 2LF,TALEND_2014_10_29_19_46_36,4/16/2012,ADMIN,4/16/2012
181,GE CUSTOMER,76 INDEPENDENCE WAY,,OSWEGO,NY,UNITED STATES,131265919,ADMIN,4/16/2012,ADMIN,4/16/2012
182,GE II SPANISH BRANCH,SAICA 2, LATER NEW UNIT# 850153, IPS# 711015,,NO LISTED,,SPAIN,,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
183,GEAE- LYNN,1000 WESTERN AVE,,LYNN,MA,UNITED STATES,01910-0001,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
184,GEBZE ELEKTRIK URETIM LTD,TASKISIGI KOYU,CAYIRTARLA MEVKII,ADAPAZARI,SAKARYA,TURKEY,54000,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
185,GENERAL ELECTRIC COMPANY,,,,,,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
186,GENON ENERGY HOLDINGS, INC,21200 MARTINSBURG RD,,DICKERSON,MD,UNITED STATES,208429406,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
187,GENON POWER MIDWEST, LP,PITTSBURGH ST & PORTER ST,,SPRINGDALE,PA,UNITED STATES,15144,TALEND_2016_04_14_05_19_53,4/16/2012,ADMIN,4/16/2012
188,GENON WHOLESALE GENERATION, LLC,5700 HIGHWAY 225,,DEER PARK,TX,UNITED STATES,775362436,TALEND_2015_02_03_02_37_44,4/16/2012,ADMIN,4/16/2012
189,GEORGIA POWER COMPANY,900 OLD AUGUSTA ROAD CENTRAL,,RINCON,GA,UNITED STATES,31326,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
190,GEVER SPA,VIA ROMA 26,,VERZUOLO,CUNEO,ITALY,12039,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
191,GMR RAJAHMUNDRY ENERGY LIMITED,2X384 MW GREL CCPP, VEMAGIRI VILLAGE, KADIAM CANAL ROAD,,RAJHAMUNDHRY,ANDRAPRADESH,INDIA,533125,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
192,GRAYS HARBOR ENERGY LLC,401 KEYS RD SOUTH,,ELMA,WA,UNITED STATES,985419149,ETL__20140430072736,4/16/2012,ADMIN,4/16/2012
193,GREAT RIVER ENERGY,2159 20TH AVE,,TRIMONT,MN,UNITED STATES,561761297,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
194,GREAT YARMOUTH POWER LTD,SOUTH DENES RD,,GREAT YARMOUTH,NORFOLK,UNITED KINGDOM,NR30 3PY,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
195,GREEN COUNTRY ENERGY,  LLC,12307 SOUTH FLORENCE AVENUE,,JENKS,OK,UNITED STATES,74037,ETL__20140430072736,4/16/2012,ADMIN,4/16/2012
196,GREGORY POWER PARTNERS L P,TEXAS HWY 361 AT SHERWIN,,GREGORY,TX,UNITED STATES,78359,TALEND_2015_08_27_11_53_39,4/16/2012,ADMIN,4/16/2012
197,GRIFFITH ENERGY LLC,3375 W NAVAJO DR,,GOLDEN VALLEY,AZ,UNITED STATES,864138233,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
198,GUANGZHOU ZHUJIANG ELECTRIC POWER CO, LTD,INSIDE NANSHA ECONOMIC TECHNOLOGY DEVELOPMENT ZONE,PANYU DIST,GUANGZHOU,GUANGDONG,CHINA,511458,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
199,GUJARAT STATE ELECTRICITY CORPORATION LTD,THERMAL POWER STATION,,DHUVARAN,TA.KHAMBHAT,DIST.ANAND, GUJARAT,INDIA,388610,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
200,GUJARAT STATE ENERGY GENERATION LTD,VILLAGE MORA,SURAT HAZIRA ROAD,SURAT,GUJARAT,INDIA,394510,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
201,GULF POWER COMPANY,4300 HIGHWAY 2300,,PANAMA CITY,FL,UNITED STATES,32409,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
202,HALMORE POWER GENERATION LTD,BHIKKI,,SHEKHUPURA,PUNJAB,PAKISTAN,,TALEND_2016_08_09_07_06_36,4/16/2012,ADMIN,4/16/2012
203,HANGZHOU BANSHAN ELECTRICITY GENERATION CO LTD,98 GONGKANG ROAD GONGSHU DISTRICT HANGZHOU,,HANGZHOU,ZHEJIANG,CHINA,310015,ETL_CM_20131004040911,4/16/2012,ADMIN,4/16/2012
204,HARTWELL ENERGY LTD PARTNERSHIP,415 SMITH MCGEE HWY,,HARTWELL,GA,UNITED STATES,306435215,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
205,HERMISTON GENERATING COMPANY, LP,78145 WESTLAND RD,,HERMISTON,OR,UNITED STATES,978389520,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
206,HERON II THERMOELECTRIC STATION OF VIOTIA SA,4TH KM OLD NATIONAL ROAD THIVA - ATHENS,,THIVA,VIOTIA,GREECE,32200,TALEND_2016_08_16_10_05_50,4/16/2012,ADMIN,4/16/2012
207,HIDROELECTRICA IBERICA SOCIEDAD LIMITADA,CALLE CARDENAL GARDOQUI 8,,BILBAO,VIZCAYA,SPAIN,48008,ETL__20140617051246,4/16/2012,ADMIN,4/16/2012
208,HITACHI ZOSEN CORPORATION,4, KOGYODANCHI, OMIYAMACHI,,HITACHIOMIYA,IBARAKI,JAPAN,319-2134,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
210,HOFFMANN-LA ROCHE INC,200 ROCHE DR BLDG 200,,BELVIDERE,NJ,UNITED STATES,78231110,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
211,HOLLAND ENERGY LLC,RR 2 BOX 270-A,,BEECHER CITY,IL,UNITED STATES,62414-9225,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
212,HRVATSKA ELEKTROPRIVREDA D D,KUSAVACKA BB,POGON TERMOELEKTRANA,ZAGREB,,CROATIA,10000,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
213,HSIN TAO POWER CORPORATION,66 TAIPOWER  VILLAGE, LIN 5,,JEN-AN LI,KUAN HSI TOWN,HSINCHU COUNTY ?,TAIWAN,306,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
320,PAN AMERICAN ENERGY LLC SUCURSAL ARGENTINA,RUTA 26  KM. 69,,CERRO DRAGON,CHUBUT,ARGENTINA,CC 379-9000,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
321,PASTORIA ENERGY FACILITY LLC,39789 EDMONSTON PUMPING ROAD,,LEBEC,CA,UNITED STATES,93243,TALEND_2016_08_09_07_06_36,4/16/2012,ADMIN,4/16/2012
322,PETROBRAS,,,,,,,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
323,PETROBRAS IBIRITERMO LTDA,RODOVIA ALCA LESTE S/N - DISRITO INDUSTRIAL,,IBIRITE,MINAS GERAIS,BRAZIL,32400-000,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
324,PETROLEO BRASILEIRO S/A - PETROBRAS,AV ANTONIO FREDERICO OZANAN  3500,BARRIO S JOSE,CANOAS,RIO GRANDE DO SUL,BRAZIL,92420360,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
325,PETROLEUM DEVELOPMENT OF OMAN,,,,,,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
326,PETROLEUM DEVELOPMENT OMAN (PDO),BAIT SAIH AL MALEH BUILDING MINA AL FAHAL STREET,WATAYYA ROUNDABOUT,MUSCAT,,OMAN,113,ETL_CM_20131004040911,4/16/2012,ADMIN,4/16/2012
327,PETROM SA,STR. TRANDAFIRILOR NR. 65,SUCURSALA PETROBRAZI (PETROBRAZI REFINERY),BRAZI,PRAHOVA,ROMANIA,107080,ETL_CM_20130209232725,4/16/2012,ADMIN,4/16/2012
328,PLATTE RIVER POWER AUTHORITY (INC),2700 E COUNTY ROAD 82,,WELLINGTON,CO,UNITED STATES,805492105,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
329,PLEASANTS ENERGY LLC,10319 SOUTH PLEASANTS HIGHWAY,,ST MARYS,WV,UNITED STATES,26170,ETL__20140430072736,4/16/2012,ADMIN,4/16/2012
330,PORTLAND GENERAL ELECTRIC COMPANY,200 ULLMAN BLVD,,BOARDMAN,OR,UNITED STATES,97818,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
331,PORTLANDS ENERGY CENTRE LP,470 UNWIN AVE,,TORONTO,ON,CANADA,M4M 3B9,TALEND_2017_03_05_09_50_46,4/16/2012,ADMIN,4/16/2012
332,PORTSIDE ENERGY LLC,,,,,,,TALEND_2015_09_23_02_01_01,4/16/2012,ADMIN,4/16/2012
333,POSCO,,,,,,,TALEND_2017_06_23_09_02_36,4/16/2012,ADMIN,4/16/2012
334,PPC TRMICE AS,,,,,,,ETL_CM_20130609102959,4/16/2012,ADMIN,4/16/2012
335,PROGRESS ENERGY CAROLINAS, INC,200 CP AND L DR,,ARDEN,NC,UNITED STATES,28704-9781,TALEND_2015_02_03_02_37_44,4/16/2012,ADMIN,4/16/2012
